#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Lagoa Santa 
#############################################################################
data;
param BUDGET := 164300000; # Overall budget constraint ($/year)
param I_L1 := 3818078;
param: K: Dmax :=
1         5000 # PHC: Primary health care (basic care)
2         30000 # SHC: Secondary health care (intermediate care)
3         35000 # THC: Tertiary health care (hospital care)
;
set L[2] := SHC1;
set L[3] := THC1;
# Basic health care units teams (PHC)
set E[1] :=
313760105000188 SHC1 20000 
313760105000189 SHC1 20000 
313760105000190 SHC1 20000 
313760105000191 SHC1 20000 
313760105000192 SHC1 20000 
313760105000193 SHC1 20000 
313760105000194 SHC1 20000 
313760105000195 SHC1 20000 
313760105000196 SHC1 20000 
313760105000198 SHC1 20000 
313760105000199 SHC1 20000 
313760105000200 SHC1 20000 
313760105000201 SHC1 20000 
313760105000202 SHC1 20000 
313760105000203 SHC1 20000 
313760105000204 SHC1 20000 
313760105000205 SHC1 20000 
313760105000206 SHC1 20000 
313760105000207 SHC1 20000 
313760105000208 SHC1 20000 
313760105000209 SHC1 20000 
313760105000210 SHC1 20000 
313760105000211 SHC1 20000 
313760105000212 SHC1 20000 
313760105000213 SHC1 20000 
313760105000214 SHC1 20000 
313760105000215 SHC1 20000 
313760105000216 SHC1 20000 
313760105000217 SHC1 20000 
313760105000218 SHC1 20000 
313760105000219 SHC1 20000 
313760105000220 SHC1 20000 
313760105000221 SHC1 20000 
313760105000222 SHC1 20000 
313760105000223 SHC1 20000 
313760105000224 SHC1 20000 
313760105000225 SHC1 20000 
313760105000226 SHC1 20000 
313760105000227 SHC1 20000 
313760105000228 SHC1 20000 
313760105000229 SHC1 20000 
313760105000230 SHC1 20000 
313760105000231 SHC1 20000 
313760105000232 SHC1 20000 
313760105000233 SHC1 20000 
313760105000234 SHC1 20000 
313760105000235 SHC1 20000 
313760105000236 SHC1 20000 
313760105000237 SHC1 20000 
313760105000238 SHC1 20000 
313760105000239 SHC1 20000 
313760105000240 SHC1 20000 
313760105000241 SHC1 20000 
313760105000242 SHC1 20000 
313760105000243 SHC1 20000 
313760105000245 SHC1 20000 
313760105000246 SHC1 20000 
313760105000247 SHC1 20000 
313760105000248 SHC1 20000 
313760105000249 SHC1 20000 
313760105000250 SHC1 20000 
313760105000251 SHC1 20000 
313760105000252 SHC1 20000 
313760105000253 SHC1 20000 
313760105000254 SHC1 20000 
313760105000255 SHC1 20000 
313760105000256 SHC1 20000 
313760105000257 SHC1 20000 
313760105000258 SHC1 20000 
313760105000259 SHC1 20000 
313760105000260 SHC1 20000 
313760105000261 SHC1 20000 
313760105000262 SHC1 20000 
313760105000263 SHC1 20000 
313760105000264 SHC1 20000 
313760105000265 SHC1 20000 
313760105000266 SHC1 20000 
313760105000267 SHC1 20000 
313760105000268 SHC1 20000 
313760105000269 SHC1 20000 
313760105000270 SHC1 20000 
313760105000271 SHC1 20000 
313760105000272 SHC1 20000 
313760105000273 SHC1 20000 
313760105000274 SHC1 20000 
313760105000275 SHC1 20000 
313760105000276 SHC1 20000 
313760105000277 SHC1 20000 
313760105000278 SHC1 20000 
313760105000279 SHC1 20000 
313760105000280 SHC1 20000 
313760105000281 SHC1 20000 
313760105000282 SHC1 20000 
313760105000283 SHC1 20000 
313760105000284 SHC1 20000 
313760105000285 SHC1 20000 
3137605402034.0 SHC1 20000 
3137602116553.0 SHC1 20000 
3137605324920.0 SHC1 20000 
3137605324912.0 SHC1 20000 
3137602116588.0 SHC1 20000 
3137605402417.0 SHC1 20000 
3137602117363.0 SHC1 20000 
3137605324904.0 SHC1 20000 
3137602116537.0 SHC1 20000 
3137602116545.0 SHC1 20000 
3137605402425.0 SHC1 20000 
3137602116561.0 SHC1 20000 
3137604334663.0 SHC1 20000 
3137609342923.0 SHC1 20000 
;

param D1_3:=
313760105000002 THC1 25000 
313760105000003 THC1 25000 
313760105000005 THC1 25000 
313760105000007 THC1 25000 
313760105000008 THC1 25000 
313760105000009 THC1 25000 
313760105000010 THC1 25000 
313760105000011 THC1 25000 
313760105000012 THC1 25000 
313760105000013 THC1 25000 
313760105000015 THC1 25000 
313760105000016 THC1 25000 
313760105000020 THC1 25000 
313760105000021 THC1 25000 
313760105000022 THC1 25000 
313760105000024 THC1 25000 
313760105000026 THC1 25000 
313760105000027 THC1 25000 
313760105000028 THC1 25000 
313760105000029 THC1 25000 
313760105000030 THC1 25000 
313760105000036 THC1 25000 
313760105000037 THC1 25000 
313760105000039 THC1 25000 
313760105000040 THC1 25000 
313760105000043 THC1 25000 
313760105000045 THC1 25000 
313760105000048 THC1 25000 
313760105000050 THC1 25000 
313760105000058 THC1 25000 
313760105000064 THC1 25000 
313760105000066 THC1 25000 
313760105000067 THC1 25000 
313760105000068 THC1 25000 
313760105000069 THC1 25000 
313760105000071 THC1 25000 
313760105000072 THC1 25000 
313760105000074 THC1 25000 
313760105000075 THC1 25000 
313760105000076 THC1 25000 
313760105000077 THC1 25000 
313760105000078 THC1 25000 
313760105000080 THC1 25000 
313760105000081 THC1 25000 
313760105000082 THC1 25000 
313760105000083 THC1 25000 
313760105000084 THC1 25000 
313760105000085 THC1 25000 
313760105000086 THC1 25000 
313760105000087 THC1 25000 
313760105000088 THC1 25000 
313760105000089 THC1 25000 
313760105000090 THC1 25000 
313760105000091 THC1 25000 
313760105000092 THC1 25000 
313760105000094 THC1 25000 
313760105000095 THC1 25000 
313760105000096 THC1 25000 
313760105000097 THC1 25000 
313760105000098 THC1 25000 
313760105000099 THC1 25000 
313760105000101 THC1 25000 
313760105000102 THC1 25000 
313760105000103 THC1 25000 
313760105000105 THC1 25000 
313760105000106 THC1 25000 
313760105000108 THC1 25000 
313760105000109 THC1 25000 
313760105000110 THC1 25000 
313760105000112 THC1 25000 
313760105000114 THC1 25000 
313760105000118 THC1 25000 
313760105000120 THC1 25000 
313760105000122 THC1 25000 
313760105000123 THC1 25000 
313760105000124 THC1 25000 
313760105000125 THC1 25000 
313760105000126 THC1 25000 
313760105000127 THC1 25000 
313760105000128 THC1 25000 
313760105000129 THC1 25000 
313760105000132 THC1 25000 
313760105000133 THC1 25000 
313760105000134 THC1 25000 
313760105000135 THC1 25000 
313760105000136 THC1 25000 
313760105000138 THC1 25000 
313760105000139 THC1 25000 
313760105000140 THC1 25000 
313760105000141 THC1 25000 
313760105000142 THC1 25000 
313760105000144 THC1 25000 
313760105000145 THC1 25000 
313760105000146 THC1 25000 
313760105000147 THC1 25000 
313760105000150 THC1 25000 
313760105000151 THC1 25000 
313760105000152 THC1 25000 
313760105000161 THC1 25000 
313760105000162 THC1 25000 
313760105000163 THC1 25000 
313760105000164 THC1 25000 
313760105000165 THC1 25000 
313760105000166 THC1 25000 
313760105000167 THC1 25000 
313760105000168 THC1 25000 
313760105000169 THC1 25000 
313760105000170 THC1 25000 
313760105000171 THC1 25000 
313760105000172 THC1 25000 
313760105000173 THC1 25000 
313760105000174 THC1 25000 
313760105000175 THC1 25000 
313760105000176 THC1 25000 
313760105000177 THC1 25000 
313760105000178 THC1 25000 
313760105000179 THC1 25000 
313760105000180 THC1 25000 
313760105000182 THC1 25000 
313760105000183 THC1 25000 
313760105000184 THC1 25000 
313760105000185 THC1 25000 
313760105000186 THC1 25000 
313760105000187 THC1 25000 
313760105000188 THC1 25000 
313760105000189 THC1 25000 
313760105000190 THC1 25000 
313760105000191 THC1 25000 
313760105000192 THC1 25000 
313760105000193 THC1 25000 
313760105000194 THC1 25000 
313760105000195 THC1 25000 
313760105000196 THC1 25000 
313760105000198 THC1 25000 
313760105000199 THC1 25000 
313760105000200 THC1 25000 
313760105000201 THC1 25000 
313760105000202 THC1 25000 
313760105000203 THC1 25000 
313760105000204 THC1 25000 
313760105000205 THC1 25000 
313760105000206 THC1 25000 
313760105000207 THC1 25000 
313760105000208 THC1 25000 
313760105000209 THC1 25000 
313760105000210 THC1 25000 
313760105000211 THC1 25000 
313760105000212 THC1 25000 
313760105000213 THC1 25000 
313760105000214 THC1 25000 
313760105000215 THC1 25000 
313760105000216 THC1 25000 
313760105000217 THC1 25000 
313760105000218 THC1 25000 
313760105000219 THC1 25000 
313760105000220 THC1 25000 
313760105000221 THC1 25000 
313760105000222 THC1 25000 
313760105000223 THC1 25000 
313760105000224 THC1 25000 
313760105000225 THC1 25000 
313760105000226 THC1 25000 
313760105000227 THC1 25000 
313760105000228 THC1 25000 
313760105000229 THC1 25000 
313760105000230 THC1 25000 
313760105000231 THC1 25000 
313760105000232 THC1 25000 
313760105000233 THC1 25000 
313760105000234 THC1 25000 
313760105000235 THC1 25000 
313760105000236 THC1 25000 
313760105000237 THC1 25000 
313760105000238 THC1 25000 
313760105000239 THC1 25000 
313760105000240 THC1 25000 
313760105000241 THC1 25000 
313760105000242 THC1 25000 
313760105000243 THC1 25000 
313760105000245 THC1 25000 
313760105000246 THC1 25000 
313760105000247 THC1 25000 
313760105000248 THC1 25000 
313760105000249 THC1 25000 
313760105000250 THC1 25000 
313760105000251 THC1 25000 
313760105000252 THC1 25000 
313760105000253 THC1 25000 
313760105000254 THC1 25000 
313760105000255 THC1 25000 
313760105000256 THC1 25000 
313760105000257 THC1 25000 
313760105000258 THC1 25000 
313760105000259 THC1 25000 
313760105000260 THC1 25000 
313760105000261 THC1 25000 
313760105000262 THC1 25000 
313760105000263 THC1 25000 
313760105000264 THC1 25000 
313760105000265 THC1 25000 
313760105000266 THC1 25000 
313760105000267 THC1 25000 
313760105000268 THC1 25000 
313760105000269 THC1 25000 
313760105000270 THC1 25000 
313760105000271 THC1 25000 
313760105000272 THC1 25000 
313760105000273 THC1 25000 
313760105000274 THC1 25000 
313760105000275 THC1 25000 
313760105000276 THC1 25000 
313760105000277 THC1 25000 
313760105000278 THC1 25000 
313760105000279 THC1 25000 
313760105000280 THC1 25000 
313760105000281 THC1 25000 
313760105000282 THC1 25000 
313760105000283 THC1 25000 
313760105000284 THC1 25000 
313760105000285 THC1 25000 
3137605402034.0 THC1 25000 
3137602116553.0 THC1 25000 
3137605324920.0 THC1 25000 
3137605324912.0 THC1 25000 
3137602116588.0 THC1 25000 
3137605402417.0 THC1 25000 
3137602117363.0 THC1 25000 
3137605324904.0 THC1 25000 
3137602116537.0 THC1 25000 
3137602116545.0 THC1 25000 
3137605402425.0 THC1 25000 
3137602116561.0 THC1 25000 
3137604334663.0 THC1 25000 
3137609342923.0 THC1 25000 
;

param D2_3:=
SHC1	THC1	20000;
param CNES1(tr):	eSF	eSB	eMulti:=
3137605402034.0 1.0 0.0 0.0 
3137602116553.0 1.0 1.0 0.0 
3137605324920.0 2.0 1.0 0.0 
3137605324912.0 1.0 1.0 0.0 
3137602116588.0 1.0 1.0 1.0 
3137605402417.0 2.0 1.0 0.0 
3137602117363.0 2.0 2.0 0.0 
3137605324904.0 1.0 1.0 0.0 
3137602116537.0 1.0 1.0 0.0 
3137602116545.0 1.0 1.0 0.0 
3137605402425.0 1.0 1.0 0.0 
3137602116561.0 2.0 2.0 0.0 
3137604334663.0 1.0 0.0 0.0 
3137609342923.0 1.0 0.0 0.0 
;

param CNES2: SHC1:=
EQ2	10
;

param CNES3: THC1:=
EQ3	10
;

param C2:=
SHC1	40000
;

param C3:=:=
THC1	40000
;

param U:=
1 10 
2 1 
3 1 
;

param:	 O1_0    O1_2    O1_3:=
313760105000002 0.71 0.2 0.05 
313760105000003 0.71 0.2 0.05 
313760105000005 0.71 0.2 0.05 
313760105000007 0.71 0.2 0.05 
313760105000008 0.71 0.2 0.05 
313760105000009 0.71 0.2 0.05 
313760105000010 0.71 0.2 0.05 
313760105000011 0.71 0.2 0.05 
313760105000012 0.71 0.2 0.05 
313760105000013 0.71 0.2 0.05 
313760105000015 0.71 0.2 0.05 
313760105000016 0.71 0.2 0.05 
313760105000020 0.71 0.2 0.05 
313760105000021 0.71 0.2 0.05 
313760105000022 0.71 0.2 0.05 
313760105000024 0.71 0.2 0.05 
313760105000026 0.71 0.2 0.05 
313760105000027 0.71 0.2 0.05 
313760105000028 0.71 0.2 0.05 
313760105000029 0.71 0.2 0.05 
313760105000030 0.71 0.2 0.05 
313760105000036 0.71 0.2 0.05 
313760105000037 0.71 0.2 0.05 
313760105000039 0.71 0.2 0.05 
313760105000040 0.71 0.2 0.05 
313760105000043 0.71 0.2 0.05 
313760105000045 0.71 0.2 0.05 
313760105000048 0.71 0.2 0.05 
313760105000050 0.71 0.2 0.05 
313760105000058 0.71 0.2 0.05 
313760105000064 0.71 0.2 0.05 
313760105000066 0.71 0.2 0.05 
313760105000067 0.71 0.2 0.05 
313760105000068 0.71 0.2 0.05 
313760105000069 0.71 0.2 0.05 
313760105000071 0.71 0.2 0.05 
313760105000072 0.71 0.2 0.05 
313760105000074 0.71 0.2 0.05 
313760105000075 0.71 0.2 0.05 
313760105000076 0.71 0.2 0.05 
313760105000077 0.71 0.2 0.05 
313760105000078 0.71 0.2 0.05 
313760105000080 0.71 0.2 0.05 
313760105000081 0.71 0.2 0.05 
313760105000082 0.71 0.2 0.05 
313760105000083 0.71 0.2 0.05 
313760105000084 0.71 0.2 0.05 
313760105000085 0.71 0.2 0.05 
313760105000086 0.71 0.2 0.05 
313760105000087 0.71 0.2 0.05 
313760105000088 0.71 0.2 0.05 
313760105000089 0.71 0.2 0.05 
313760105000090 0.71 0.2 0.05 
313760105000091 0.71 0.2 0.05 
313760105000092 0.71 0.2 0.05 
313760105000094 0.71 0.2 0.05 
313760105000095 0.71 0.2 0.05 
313760105000096 0.71 0.2 0.05 
313760105000097 0.71 0.2 0.05 
313760105000098 0.71 0.2 0.05 
313760105000099 0.71 0.2 0.05 
313760105000101 0.71 0.2 0.05 
313760105000102 0.71 0.2 0.05 
313760105000103 0.71 0.2 0.05 
313760105000105 0.71 0.2 0.05 
313760105000106 0.71 0.2 0.05 
313760105000108 0.71 0.2 0.05 
313760105000109 0.71 0.2 0.05 
313760105000110 0.71 0.2 0.05 
313760105000112 0.71 0.2 0.05 
313760105000114 0.71 0.2 0.05 
313760105000118 0.71 0.2 0.05 
313760105000120 0.71 0.2 0.05 
313760105000122 0.71 0.2 0.05 
313760105000123 0.71 0.2 0.05 
313760105000124 0.71 0.2 0.05 
313760105000125 0.71 0.2 0.05 
313760105000126 0.71 0.2 0.05 
313760105000127 0.71 0.2 0.05 
313760105000128 0.71 0.2 0.05 
313760105000129 0.71 0.2 0.05 
313760105000132 0.71 0.2 0.05 
313760105000133 0.71 0.2 0.05 
313760105000134 0.71 0.2 0.05 
313760105000135 0.71 0.2 0.05 
313760105000136 0.71 0.2 0.05 
313760105000138 0.71 0.2 0.05 
313760105000139 0.71 0.2 0.05 
313760105000140 0.71 0.2 0.05 
313760105000141 0.71 0.2 0.05 
313760105000142 0.71 0.2 0.05 
313760105000144 0.71 0.2 0.05 
313760105000145 0.71 0.2 0.05 
313760105000146 0.71 0.2 0.05 
313760105000147 0.71 0.2 0.05 
313760105000150 0.71 0.2 0.05 
313760105000151 0.71 0.2 0.05 
313760105000152 0.71 0.2 0.05 
313760105000161 0.71 0.2 0.05 
313760105000162 0.71 0.2 0.05 
313760105000163 0.71 0.2 0.05 
313760105000164 0.71 0.2 0.05 
313760105000165 0.71 0.2 0.05 
313760105000166 0.71 0.2 0.05 
313760105000167 0.71 0.2 0.05 
313760105000168 0.71 0.2 0.05 
313760105000169 0.71 0.2 0.05 
313760105000170 0.71 0.2 0.05 
313760105000171 0.71 0.2 0.05 
313760105000172 0.71 0.2 0.05 
313760105000173 0.71 0.2 0.05 
313760105000174 0.71 0.2 0.05 
313760105000175 0.71 0.2 0.05 
313760105000176 0.71 0.2 0.05 
313760105000177 0.71 0.2 0.05 
313760105000178 0.71 0.2 0.05 
313760105000179 0.71 0.2 0.05 
313760105000180 0.71 0.2 0.05 
313760105000182 0.71 0.2 0.05 
313760105000183 0.71 0.2 0.05 
313760105000184 0.71 0.2 0.05 
313760105000185 0.71 0.2 0.05 
313760105000186 0.71 0.2 0.05 
313760105000187 0.71 0.2 0.05 
313760105000188 0.71 0.2 0.05 
313760105000189 0.71 0.2 0.05 
313760105000190 0.71 0.2 0.05 
313760105000191 0.71 0.2 0.05 
313760105000192 0.71 0.2 0.05 
313760105000193 0.71 0.2 0.05 
313760105000194 0.71 0.2 0.05 
313760105000195 0.71 0.2 0.05 
313760105000196 0.71 0.2 0.05 
313760105000198 0.71 0.2 0.05 
313760105000199 0.71 0.2 0.05 
313760105000200 0.71 0.2 0.05 
313760105000201 0.71 0.2 0.05 
313760105000202 0.71 0.2 0.05 
313760105000203 0.71 0.2 0.05 
313760105000204 0.71 0.2 0.05 
313760105000205 0.71 0.2 0.05 
313760105000206 0.71 0.2 0.05 
313760105000207 0.71 0.2 0.05 
313760105000208 0.71 0.2 0.05 
313760105000209 0.71 0.2 0.05 
313760105000210 0.71 0.2 0.05 
313760105000211 0.71 0.2 0.05 
313760105000212 0.71 0.2 0.05 
313760105000213 0.71 0.2 0.05 
313760105000214 0.71 0.2 0.05 
313760105000215 0.71 0.2 0.05 
313760105000216 0.71 0.2 0.05 
313760105000217 0.71 0.2 0.05 
313760105000218 0.71 0.2 0.05 
313760105000219 0.71 0.2 0.05 
313760105000220 0.71 0.2 0.05 
313760105000221 0.71 0.2 0.05 
313760105000222 0.71 0.2 0.05 
313760105000223 0.71 0.2 0.05 
313760105000224 0.71 0.2 0.05 
313760105000225 0.71 0.2 0.05 
313760105000226 0.71 0.2 0.05 
313760105000227 0.71 0.2 0.05 
313760105000228 0.71 0.2 0.05 
313760105000229 0.71 0.2 0.05 
313760105000230 0.71 0.2 0.05 
313760105000231 0.71 0.2 0.05 
313760105000232 0.71 0.2 0.05 
313760105000233 0.71 0.2 0.05 
313760105000234 0.71 0.2 0.05 
313760105000235 0.71 0.2 0.05 
313760105000236 0.71 0.2 0.05 
313760105000237 0.71 0.2 0.05 
313760105000238 0.71 0.2 0.05 
313760105000239 0.71 0.2 0.05 
313760105000240 0.71 0.2 0.05 
313760105000241 0.71 0.2 0.05 
313760105000242 0.71 0.2 0.05 
313760105000243 0.71 0.2 0.05 
313760105000245 0.71 0.2 0.05 
313760105000246 0.71 0.2 0.05 
313760105000247 0.71 0.2 0.05 
313760105000248 0.71 0.2 0.05 
313760105000249 0.71 0.2 0.05 
313760105000250 0.71 0.2 0.05 
313760105000251 0.71 0.2 0.05 
313760105000252 0.71 0.2 0.05 
313760105000253 0.71 0.2 0.05 
313760105000254 0.71 0.2 0.05 
313760105000255 0.71 0.2 0.05 
313760105000256 0.71 0.2 0.05 
313760105000257 0.71 0.2 0.05 
313760105000258 0.71 0.2 0.05 
313760105000259 0.71 0.2 0.05 
313760105000260 0.71 0.2 0.05 
313760105000261 0.71 0.2 0.05 
313760105000262 0.71 0.2 0.05 
313760105000263 0.71 0.2 0.05 
313760105000264 0.71 0.2 0.05 
313760105000265 0.71 0.2 0.05 
313760105000266 0.71 0.2 0.05 
313760105000267 0.71 0.2 0.05 
313760105000268 0.71 0.2 0.05 
313760105000269 0.71 0.2 0.05 
313760105000270 0.71 0.2 0.05 
313760105000271 0.71 0.2 0.05 
313760105000272 0.71 0.2 0.05 
313760105000273 0.71 0.2 0.05 
313760105000274 0.71 0.2 0.05 
313760105000275 0.71 0.2 0.05 
313760105000276 0.71 0.2 0.05 
313760105000277 0.71 0.2 0.05 
313760105000278 0.71 0.2 0.05 
313760105000279 0.71 0.2 0.05 
313760105000280 0.71 0.2 0.05 
313760105000281 0.71 0.2 0.05 
313760105000282 0.71 0.2 0.05 
313760105000283 0.71 0.2 0.05 
313760105000284 0.71 0.2 0.05 
313760105000285 0.71 0.2 0.05 
;

param:	O2_0   O2_1   O2_3 :=
SHC1 0.65 0.2 0.1 
;

param:	O3_0   O3_1   O3_2 :=
THC1 0.8 0.1 0.05 
;

param MAX_TELE_PHC := 0.05;
param MAX_TELE_SHC := 0.05;
param MAX_TELE_THC := 0.05;
param MAX_HOME_PHC := 1;
param MAX_HOME_SHC := 0.15;
param MAX_HOME_THC := 0.05;
end;
